carat,cut,color,clarity,depth,table,price,'x','y','z'
0.33,b'Good',b'I',b'SI1',63.6,53.0,434.0,4.4,4.43,2.81
0.33,b'Ideal',b'G',b'SI2',61.9,56.0,434.0,4.41,4.45,2.74
0.33,b'Premium',b'F',b'SI2',62.3,58.0,434.0,4.4,4.43,2.75
0.33,b'Very Good',b'J',b'VS1',61.5,61.0,434.0,4.39,4.46,2.72
0.33,b'Premium',b'I',b'SI1',60.4,59.0,434.0,4.5,4.54,2.73
0.33,b'Ideal',b'J',b'VS1',62.1,55.0,434.0,4.41,4.44,2.75
0.33,b'Very Good',b'F',b'SI2',63.0,58.0,434.0,4.4,4.42,2.78
0.29,b'Ideal',b'J',b'VS1',61.8,56.0,435.0,4.23,4.26,2.62
0.31,b'Ideal',b'E',b'SI2',61.7,56.0,435.0,4.35,4.4,2.7
0.31,b'Very Good',b'E',b'SI2',60.8,61.0,435.0,4.39,4.43,2.68
0.31,b'Very Good',b'I',b'VS2',62.3,57.0,435.0,4.32,4.35,2.7
0.3,b'Ideal',b'E',b'SI1',61.6,57.0,675.0,4.32,4.29,2.65
0.3,b'Premium',b'E',b'SI1',62.3,58.0,675.0,4.32,4.29,2.68
0.3,b'Premium',b'E',b'SI1',60.0,60.0,675.0,4.38,4.36,2.62
0.33,b'Very Good',b'E',b'VS2',60.6,58.0,675.0,4.45,4.49,2.71
0.32,b'Very Good',b'G',b'VVS1',60.9,57.0,676.0,4.41,4.44,2.69
0.35,b'Very Good',b'G',b'VS1',61.5,60.0,676.0,4.51,4.57,2.79
0.35,b'Ideal',b'G',b'VVS2',61.9,57.0,676.0,4.49,4.52,2.79
0.31,b'Ideal',b'G',b'VVS1',60.2,58.0,676.0,4.37,4.43,2.65
0.32,b'Ideal',b'F',b'VS1',61.3,55.0,676.0,4.43,4.46,2.72
0.41,b'Good',b'F',b'SI1',58.4,58.0,676.0,4.91,4.96,2.88
0.39,b'Ideal',b'E',b'SI1',62.0,56.0,676.0,4.72,4.65,2.91
0.36,b'Very Good',b'E',b'VS2',60.4,58.0,677.0,4.58,4.62,2.78
0.31,b'Ideal',b'G',b'VVS2',62.5,53.0,677.0,4.37,4.4,2.74
0.31,b'Ideal',b'G',b'VVS2',61.2,54.0,677.0,4.38,4.41,2.69
0.31,b'Ideal',b'G',b'VVS2',62.1,54.0,677.0,4.37,4.39,2.72
0.4,b'Ideal',b'F',b'SI2',62.1,54.0,677.0,4.75,4.78,2.96
0.29,b'Ideal',b'E',b'SI1',60.4,54.0,677.0,4.32,4.36,2.62
0.39,b'Ideal',b'E',b'SI1',60.6,57.0,677.0,4.75,4.79,2.89
0.32,b'Premium',b'E',b'VS1',61.3,58.0,677.0,4.36,4.39,2.68
0.24,b'Ideal',b'F',b'VVS2',61.0,56.0,678.0,4.05,4.08,2.48
0.24,b'Ideal',b'F',b'VVS2',61.7,55.0,678.0,3.99,4.02,2.47
0.24,b'Ideal',b'F',b'VVS2',62.0,57.0,678.0,3.99,4.02,2.48
0.24,b'Ideal',b'F',b'VVS2',62.1,56.0,678.0,3.96,3.99,2.46
0.24,b'Ideal',b'E',b'VVS2',61.4,57.0,678.0,4.0,4.04,2.47
0.24,b'Ideal',b'E',b'VVS2',61.6,56.0,678.0,4.01,4.04,2.48
0.24,b'Ideal',b'F',b'VVS1',62.0,56.0,678.0,3.99,4.01,2.48
0.24,b'Ideal',b'F',b'VVS1',60.8,55.0,678.0,4.03,4.06,2.46
0.24,b'Ideal',b'F',b'VVS1',61.8,55.0,678.0,4.0,4.03,2.48
0.24,b'Ideal',b'E',b'VVS1',60.2,57.0,678.0,4.02,4.07,2.44
0.24,b'Ideal',b'E',b'VVS1',61.4,57.0,678.0,3.99,4.03,2.46
0.24,b'Ideal',b'F',b'IF',62.9,55.0,678.0,3.96,3.98,2.5
0.24,b'Ideal',b'F',b'IF',61.6,57.0,678.0,3.97,4.0,2.45
0.24,b'Ideal',b'F',b'IF',61.0,57.0,678.0,4.04,4.07,2.47
0.24,b'Ideal',b'F',b'IF',60.7,57.0,678.0,3.99,4.04,2.43
0.3,b'Good',b'G',b'VVS1',64.0,57.0,678.0,4.23,4.27,2.72
0.3,b'Good',b'G',b'VVS2',62.6,58.0,678.0,4.25,4.28,2.67
0.36,b'Ideal',b'G',b'VS1',62.3,57.0,678.0,4.55,4.57,2.84
0.4,b'Good',b'F',b'SI1',63.6,59.0,678.0,4.64,4.67,2.96
0.36,b'Very Good',b'G',b'VS1',60.6,60.0,678.0,4.57,4.61,2.78
0.26,b'Very Good',b'F',b'VVS1',60.8,58.0,679.0,4.11,4.18,2.52
0.39,b'Very Good',b'I',b'VS2',60.1,57.0,679.0,4.74,4.77,2.86
0.31,b'Very Good',b'F',b'VS1',61.0,57.5,679.0,4.37,4.39,2.67
0.31,b'Very Good',b'F',b'VS1',59.7,55.0,679.0,4.42,4.46,2.65
0.41,b'Very Good',b'F',b'SI1',62.3,60.0,679.0,4.73,4.78,2.96
0.43,b'Ideal',b'J',b'VS1',62.1,55.0,679.0,4.84,4.86,3.01
0.32,b'Ideal',b'G',b'VS1',62.4,56.0,679.0,4.37,4.38,2.73
0.4,b'Ideal',b'E',b'SI2',61.8,55.2,679.0,4.75,4.77,2.94
0.26,b'Good',b'F',b'VVS1',64.0,57.0,679.0,4.06,4.03,2.59
0.43,b'Premium',b'F',b'SI2',60.2,60.0,679.0,4.85,4.91,2.94
0.43,b'Very Good',b'F',b'SI2',60.5,59.0,679.0,4.88,4.91,2.96
0.3,b'Very Good',b'G',b'VVS1',61.9,55.0,680.0,4.31,4.32,2.67
0.3,b'Very Good',b'G',b'VVS1',61.1,57.0,680.0,4.33,4.37,2.66
0.38,b'Very Good',b'I',b'VS2',61.7,56.0,680.0,4.65,4.68,2.88
0.41,b'Very Good',b'F',b'SI1',63.6,57.0,680.0,4.72,4.75,3.01
0.41,b'Very Good',b'I',b'SI1',63.3,60.0,680.0,4.71,4.64,2.96
0.42,b'Ideal',b'J',b'VS2',61.3,57.0,680.0,4.79,4.86,2.96
0.38,b'Ideal',b'H',b'VS2',61.9,56.0,680.0,4.63,4.68,2.88
0.38,b'Ideal',b'H',b'SI1',61.5,56.0,680.0,4.67,4.69,2.88
0.38,b'Ideal',b'E',b'SI1',60.7,56.0,680.0,4.69,4.73,2.86
0.38,b'Good',b'E',b'SI1',58.9,58.0,680.0,4.73,4.77,2.8
0.23,b'Very Good',b'E',b'VVS2',63.3,56.0,680.0,3.92,3.88,2.47
0.23,b'Premium',b'E',b'VVS2',61.8,58.0,680.0,3.94,3.92,2.43
0.23,b'Premium',b'E',b'VVS2',60.9,60.0,680.0,3.99,3.96,2.42
0.23,b'Premium',b'E',b'VVS1',58.6,61.0,680.0,4.04,4.02,2.36
0.23,b'Premium',b'E',b'VVS1',61.3,60.0,680.0,4.01,3.95,2.44
0.23,b'Premium',b'E',b'VVS1',61.1,60.0,680.0,4.01,3.95,2.43
0.23,b'Premium',b'D',b'VVS2',60.4,59.0,680.0,4.0,3.95,2.4
0.45,b'Good',b'E',b'SI2',64.1,62.0,680.0,4.82,4.75,3.07
0.31,b'Very Good',b'E',b'VS2',62.9,56.0,680.0,4.29,4.33,2.71
0.31,b'Premium',b'E',b'VS2',61.6,59.0,680.0,4.32,4.35,2.67
0.31,b'Ideal',b'E',b'VS2',61.8,55.0,680.0,4.35,4.39,2.7
0.31,b'Very Good',b'E',b'VS2',61.8,59.0,680.0,4.3,4.37,2.68
0.31,b'Premium',b'E',b'VS2',62.7,58.0,680.0,4.31,4.33,2.71
0.31,b'Premium',b'E',b'VS2',62.6,58.0,680.0,4.29,4.33,2.7
0.31,b'Ideal',b'E',b'VS2',61.8,54.0,680.0,4.36,4.41,2.71
0.31,b'Ideal',b'E',b'VS2',61.9,55.0,680.0,4.36,4.39,2.71
0.31,b'Very Good',b'E',b'VS2',62.8,57.0,680.0,4.33,4.37,2.73
0.31,b'Ideal',b'E',b'VS2',61.6,57.0,680.0,4.35,4.38,2.69
0.31,b'Ideal',b'E',b'VS2',61.7,56.0,680.0,4.31,4.35,2.67
0.31,b'Ideal',b'E',b'VS2',61.6,56.0,680.0,4.37,4.4,2.7
0.31,b'Ideal',b'E',b'VS2',60.5,56.0,680.0,4.38,4.41,2.66
0.31,b'Premium',b'E',b'VS2',61.0,58.0,680.0,4.37,4.39,2.67
0.31,b'Ideal',b'E',b'VS2',61.5,55.0,680.0,4.37,4.41,2.7
0.31,b'Ideal',b'E',b'VS2',61.7,55.0,680.0,4.36,4.39,2.7
0.31,b'Ideal',b'E',b'VS2',62.0,56.0,680.0,4.34,4.37,2.7
0.31,b'Ideal',b'E',b'VS2',61.8,56.0,680.0,4.34,4.36,2.69
0.31,b'Ideal',b'F',b'VS1',62.1,56.0,680.0,4.32,4.35,2.69
0.31,b'Ideal',b'E',b'VS2',61.6,56.0,680.0,4.32,4.38,2.68
0.31,b'Premium',b'E',b'VS2',61.3,60.0,680.0,4.32,4.39,2.67
0.31,b'Premium',b'E',b'VS2',60.5,60.0,680.0,4.34,4.36,2.63
0.31,b'Ideal',b'E',b'VS2',60.8,54.0,680.0,4.39,4.4,2.67
0.31,b'Premium',b'E',b'VS2',60.0,59.0,680.0,4.35,4.39,2.62
0.31,b'Ideal',b'E',b'VS2',61.8,55.0,680.0,4.33,4.35,2.68
0.31,b'Ideal',b'E',b'VS2',61.0,54.0,680.0,4.37,4.41,2.68
0.31,b'Ideal',b'E',b'VS2',61.7,55.0,680.0,4.33,4.36,2.68
0.31,b'Ideal',b'E',b'VS2',61.3,56.0,680.0,4.34,4.37,2.67
0.31,b'Ideal',b'E',b'VS2',61.4,54.0,680.0,4.33,4.4,2.68
0.31,b'Ideal',b'E',b'VS2',61.8,54.0,680.0,4.34,4.37,2.69
0.31,b'Ideal',b'E',b'VS2',61.0,56.0,680.0,4.38,4.41,2.68
0.31,b'Ideal',b'E',b'VS2',61.5,56.0,680.0,4.34,4.37,2.68
0.31,b'Premium',b'E',b'VS2',60.3,58.0,680.0,4.37,4.42,2.65
0.31,b'Very Good',b'E',b'VS2',62.9,57.0,680.0,4.3,4.35,2.72
0.31,b'Very Good',b'E',b'VS2',62.6,56.0,680.0,4.3,4.33,2.7
0.31,b'Ideal',b'E',b'VS2',61.4,54.0,680.0,4.38,4.41,2.7
0.31,b'Ideal',b'E',b'VS2',61.0,56.0,680.0,4.34,4.38,2.66
0.31,b'Very Good',b'E',b'VS2',61.6,59.0,680.0,4.32,4.35,2.67
0.31,b'Very Good',b'E',b'VS2',61.0,59.0,680.0,4.33,4.39,2.66
0.31,b'Ideal',b'E',b'VS2',61.8,55.0,680.0,4.37,4.4,2.71
0.31,b'Ideal',b'E',b'VS2',62.0,55.0,680.0,4.33,4.35,2.69
0.31,b'Very Good',b'E',b'VS2',61.7,58.0,680.0,4.31,4.34,2.67
0.31,b'Ideal',b'E',b'VS2',60.9,57.0,680.0,4.34,4.36,2.65
0.31,b'Ideal',b'E',b'VS2',62.4,54.0,680.0,4.31,4.35,2.7
0.31,b'Ideal',b'F',b'VS1',60.6,56.0,680.0,4.39,4.42,2.67
0.31,b'Premium',b'F',b'VS1',61.8,60.0,680.0,4.35,4.39,2.7
0.31,b'Premium',b'E',b'VS2',60.8,58.0,680.0,4.35,4.37,2.65
0.31,b'Ideal',b'E',b'VS2',62.0,55.0,680.0,4.34,4.37,2.7
0.31,b'Ideal',b'E',b'VS2',61.9,55.0,680.0,4.34,4.38,2.7
0.31,b'Premium',b'E',b'VS2',60.6,59.0,680.0,4.36,4.39,2.65
0.31,b'Premium',b'E',b'VS2',61.0,59.0,680.0,4.35,4.37,2.66
0.31,b'Ideal',b'E',b'VS2',62.3,57.0,680.0,4.32,4.35,2.7
0.31,b'Ideal',b'E',b'VS2',61.9,55.0,680.0,4.34,4.39,2.7
0.33,b'Very Good',b'D',b'VS2',62.5,59.0,681.0,4.39,4.41,2.75
0.33,b'Very Good',b'G',b'VS1',61.3,57.0,681.0,4.47,4.49,2.75
0.33,b'Very Good',b'G',b'VS1',60.8,57.0,681.0,4.5,4.51,2.74
0.43,b'Very Good',b'F',b'SI2',61.6,59.0,681.0,4.8,4.84,2.97
0.32,b'Ideal',b'H',b'VVS1',61.6,54.9,681.0,4.4,4.43,2.72
0.33,b'Ideal',b'D',b'VS2',61.8,54.0,681.0,4.43,4.47,2.75
0.34,b'Ideal',b'G',b'VS1',62.0,55.0,681.0,4.47,4.5,2.78
0.39,b'Good',b'F',b'VS2',64.3,55.0,681.0,4.56,4.64,2.96
0.4,b'Good',b'H',b'SI1',60.2,63.0,681.0,4.7,4.73,2.84
0.33,b'Ideal',b'E',b'VS2',59.3,58.0,681.0,4.53,4.51,2.68
0.37,b'Premium',b'I',b'VVS1',61.6,59.0,681.0,4.62,4.66,2.86
0.37,b'Very Good',b'D',b'SI1',62.3,56.0,681.0,4.61,4.64,2.88
0.37,b'Ideal',b'D',b'SI1',61.5,57.0,681.0,4.6,4.63,2.84
0.37,b'Good',b'E',b'VS2',63.5,56.0,681.0,4.55,4.59,2.9
0.37,b'Very Good',b'D',b'SI1',62.2,58.0,681.0,4.58,4.62,2.86
0.37,b'Premium',b'D',b'SI1',61.9,59.0,681.0,4.62,4.65,2.87
0.37,b'Premium',b'D',b'SI1',60.4,59.0,681.0,4.62,4.68,2.81
0.37,b'Good',b'D',b'SI1',63.7,55.0,681.0,4.55,4.59,2.91
0.37,b'Very Good',b'D',b'SI1',61.0,62.0,681.0,4.61,4.64,2.82
0.37,b'Premium',b'I',b'VVS1',62.4,58.0,681.0,4.55,4.58,2.85
0.3,b'Very Good',b'D',b'VS1',59.7,58.0,681.0,4.39,4.32,2.6
0.37,b'Premium',b'D',b'SI1',62.7,58.0,681.0,4.55,4.58,2.86
0.27,b'Very Good',b'F',b'VVS2',61.3,57.0,682.0,4.14,4.18,2.54
0.27,b'Very Good',b'F',b'VVS2',61.8,57.0,682.0,4.15,4.17,2.57
0.27,b'Very Good',b'F',b'VVS2',61.8,56.0,682.0,4.19,4.2,2.6
0.27,b'Very Good',b'F',b'VVS2',61.2,57.0,682.0,4.14,4.17,2.54
0.27,b'Very Good',b'F',b'VVS1',61.8,56.0,682.0,4.15,4.17,2.57
0.3,b'Very Good',b'F',b'VVS1',62.5,56.0,682.0,4.27,4.31,2.68
0.27,b'Very Good',b'F',b'VVS1',61.8,56.0,682.0,4.17,4.19,2.58
0.27,b'Very Good',b'E',b'VVS1',61.3,57.0,682.0,4.15,4.18,2.55
0.27,b'Very Good',b'E',b'VVS1',62.3,56.0,682.0,4.16,4.19,2.6
0.23,b'Very Good',b'E',b'VVS1',59.9,55.0,682.0,3.99,4.13,2.43
0.4,b'Very Good',b'G',b'SI1',61.9,55.0,682.0,4.71,4.75,2.93
0.37,b'Ideal',b'G',b'VS2',60.3,56.0,682.0,4.67,4.7,2.83
0.33,b'Ideal',b'E',b'VS2',62.4,54.0,682.0,4.44,4.47,2.78
0.31,b'Ideal',b'E',b'VS1',60.5,60.0,682.0,4.37,4.39,2.65
0.42,b'Ideal',b'G',b'SI2',61.5,56.0,682.0,4.83,4.79,2.96
0.32,b'Ideal',b'E',b'SI1',61.5,55.0,682.0,4.4,4.44,2.72
0.3,b'Good',b'F',b'VVS1',61.1,61.0,682.0,4.29,4.32,2.63
0.38,b'Premium',b'I',b'VS2',62.4,56.0,682.0,4.65,4.58,2.88
0.4,b'Good',b'E',b'SI1',64.2,56.0,682.0,4.66,4.69,3.0
0.32,b'Very Good',b'F',b'VVS2',63.2,52.0,683.0,4.38,4.39,2.77
0.41,b'Ideal',b'I',b'VS2',61.5,55.0,683.0,4.79,4.83,2.96
0.39,b'Ideal',b'G',b'SI2',62.0,55.0,683.0,4.69,4.73,2.92
0.41,b'Ideal',b'H',b'SI1',61.2,56.0,683.0,4.77,4.81,2.93
0.31,b'Premium',b'D',b'VS1',59.6,58.0,683.0,4.38,4.41,2.62
0.31,b'Ideal',b'D',b'VS1',62.0,54.0,683.0,4.35,4.36,2.7
0.31,b'Ideal',b'D',b'VS1',61.8,55.0,683.0,4.34,4.36,2.69
0.31,b'Ideal',b'D',b'VS1',62.1,57.0,683.0,4.32,4.35,2.69
0.31,b'Ideal',b'D',b'VS1',60.5,55.0,683.0,4.39,4.43,2.67
0.41,b'Very Good',b'H',b'SI1',62.6,59.0,683.0,4.72,4.77,2.97
0.41,b'Good',b'H',b'SI1',63.8,56.0,683.0,4.69,4.74,3.01
0.41,b'Premium',b'D',b'SI2',62.3,58.0,683.0,4.74,4.77,2.96
0.41,b'Premium',b'H',b'SI1',61.7,60.0,683.0,4.71,4.75,2.92
0.41,b'Very Good',b'H',b'SI1',62.8,56.0,683.0,4.72,4.77,2.98
0.41,b'Premium',b'E',b'SI2',60.0,59.0,683.0,4.78,4.82,2.88
0.41,b'Premium',b'D',b'SI2',61.9,58.0,683.0,4.71,4.73,2.92
0.41,b'Very Good',b'E',b'SI2',62.8,57.0,683.0,4.7,4.73,2.96
0.41,b'Ideal',b'E',b'SI2',59.8,55.0,683.0,4.81,4.93,2.91
0.41,b'Very Good',b'H',b'SI1',60.0,61.0,683.0,4.77,4.83,2.88
0.41,b'Premium',b'E',b'SI2',61.3,59.0,683.0,4.8,4.85,2.96
0.41,b'Very Good',b'E',b'SI2',61.3,57.0,683.0,4.79,4.83,2.95
0.41,b'Ideal',b'H',b'SI1',61.2,57.0,683.0,4.76,4.78,2.92
0.41,b'Ideal',b'E',b'SI2',60.7,57.0,683.0,4.81,4.85,2.93
0.41,b'Premium',b'D',b'SI2',62.0,58.0,683.0,4.74,4.78,2.95
0.41,b'Very Good',b'H',b'SI1',62.9,58.0,683.0,4.72,4.73,2.97
0.41,b'Premium',b'D',b'SI2',62.3,58.0,683.0,4.73,4.77,2.96
0.41,b'Good',b'H',b'SI1',63.3,56.0,683.0,4.71,4.74,2.99
0.41,b'Ideal',b'D',b'SI2',62.3,57.0,683.0,4.75,4.78,2.97
0.41,b'Ideal',b'D',b'SI2',62.7,55.0,683.0,4.72,4.75,2.97
0.41,b'Very Good',b'E',b'SI2',62.9,58.0,683.0,4.72,4.75,2.98
0.41,b'Very Good',b'E',b'SI2',61.9,55.0,683.0,4.77,4.8,2.96
0.41,b'Very Good',b'H',b'SI1',62.9,55.0,683.0,4.75,4.82,3.01
0.41,b'Ideal',b'H',b'SI1',62.6,55.0,683.0,4.77,4.79,2.99
0.41,b'Very Good',b'E',b'SI2',62.9,58.0,683.0,4.74,4.77,2.99
0.41,b'Premium',b'D',b'SI2',62.4,60.0,683.0,4.71,4.77,2.96
0.41,b'Very Good',b'H',b'SI1',62.4,56.0,683.0,4.74,4.78,2.97
0.41,b'Premium',b'H',b'SI1',62.0,59.0,683.0,4.78,4.8,2.97
0.41,b'Premium',b'D',b'SI2',61.2,59.0,683.0,4.77,4.8,2.93
0.41,b'Very Good',b'D',b'SI2',62.7,58.0,683.0,4.75,4.78,2.99
0.41,b'Ideal',b'D',b'SI2',61.0,56.0,683.0,4.78,4.83,2.93
0.41,b'Ideal',b'D',b'SI2',62.6,55.0,683.0,4.76,4.8,2.99
0.41,b'Very Good',b'H',b'SI1',61.4,60.0,683.0,4.73,4.78,2.92
0.41,b'Premium',b'H',b'SI1',60.9,60.0,683.0,4.79,4.83,2.93
0.41,b'Premium',b'E',b'SI2',62.1,58.0,683.0,4.73,4.77,2.95
0.41,b'Premium',b'H',b'SI1',60.5,58.0,683.0,4.81,4.85,2.92
0.41,b'Ideal',b'E',b'SI2',61.9,57.0,683.0,4.76,4.8,2.96
0.4,b'Very Good',b'E',b'SI1',59.8,61.0,684.0,4.76,4.81,2.86
0.3,b'Ideal',b'F',b'VVS2',62.2,55.0,684.0,4.29,4.33,2.68
0.3,b'Ideal',b'F',b'VVS2',62.3,54.0,684.0,4.32,4.35,2.7
0.31,b'Ideal',b'G',b'VS2',61.1,55.0,684.0,4.39,4.41,2.69
0.36,b'Ideal',b'F',b'VS2',62.0,54.0,684.0,4.58,4.61,2.85
0.36,b'Ideal',b'H',b'SI1',61.4,56.0,684.0,4.56,4.59,2.81
0.4,b'Ideal',b'E',b'SI1',63.2,56.0,684.0,4.66,4.71,2.96
0.37,b'Good',b'H',b'SI1',64.0,55.0,684.0,4.57,4.53,2.91
0.37,b'Very Good',b'H',b'SI1',63.2,57.0,684.0,4.58,4.54,2.88
0.32,b'Premium',b'F',b'SI1',62.3,55.0,684.0,4.44,4.39,2.75
0.37,b'Ideal',b'H',b'SI1',59.7,56.0,684.0,4.71,4.67,2.8
0.32,b'Premium',b'F',b'SI1',60.0,59.0,684.0,4.45,4.42,2.66
0.32,b'Premium',b'F',b'SI1',59.3,58.0,684.0,4.5,4.47,2.66
0.32,b'Premium',b'F',b'SI1',62.7,57.0,684.0,4.4,4.37,2.75
0.32,b'Premium',b'J',b'IF',61.2,59.0,684.0,4.44,4.41,2.71
0.32,b'Ideal',b'J',b'IF',62.2,55.0,684.0,4.44,4.4,2.75
0.32,b'Ideal',b'J',b'IF',62.2,56.0,684.0,4.41,4.37,2.73
0.31,b'Ideal',b'D',b'SI1',62.0,56.0,684.0,4.39,4.35,2.71
0.31,b'Ideal',b'D',b'SI1',62.5,53.0,684.0,4.37,4.34,2.72
0.31,b'Ideal',b'D',b'SI1',61.2,57.0,684.0,4.38,4.34,2.67
0.31,b'Premium',b'D',b'SI1',60.6,59.0,684.0,4.39,4.35,2.65
0.31,b'Ideal',b'D',b'SI1',61.8,57.0,684.0,4.37,4.33,2.69
0.31,b'Good',b'D',b'SI1',63.8,57.0,684.0,4.33,4.29,2.75
0.39,b'Premium',b'I',b'SI2',61.0,58.0,684.0,4.75,4.7,2.88
0.32,b'Very Good',b'F',b'SI1',63.2,55.0,684.0,4.4,4.37,2.77
0.44,b'Good',b'E',b'SI2',63.2,59.0,684.0,4.8,4.85,3.05
0.3,b'Ideal',b'G',b'VVS2',62.0,57.0,684.0,4.29,4.32,2.67
0.3,b'Ideal',b'G',b'VVS1',61.7,57.0,684.0,4.31,4.34,2.67
0.3,b'Very Good',b'H',b'VVS1',63.0,54.0,684.0,4.27,4.3,2.7
0.3,b'Good',b'G',b'VVS2',63.2,57.0,684.0,4.24,4.27,2.69
0.36,b'Premium',b'E',b'VS2',62.5,58.0,684.0,4.52,4.57,2.84
0.3,b'Very Good',b'G',b'VVS2',63.0,57.0,684.0,4.28,4.32,2.71
0.3,b'Very Good',b'G',b'VVS2',62.3,59.0,684.0,4.25,4.29,2.66
0.3,b'Very Good',b'G',b'VVS2',61.8,59.0,684.0,4.22,4.26,2.62
0.3,b'Premium',b'H',b'VVS1',61.8,58.0,684.0,4.32,4.36,2.68
0.3,b'Premium',b'G',b'VVS2',62.0,60.0,684.0,4.25,4.33,2.66
0.3,b'Very Good',b'G',b'VVS2',62.7,56.0,684.0,4.24,4.31,2.68
0.3,b'Very Good',b'G',b'VVS2',61.3,58.0,684.0,4.28,4.34,2.64
0.3,b'Good',b'G',b'VVS2',63.3,57.0,684.0,4.23,4.27,2.69
0.3,b'Premium',b'G',b'VVS2',61.2,59.0,684.0,4.31,4.35,2.65
0.3,b'Good',b'G',b'VVS2',63.8,57.0,684.0,4.24,4.26,2.71
0.3,b'Ideal',b'G',b'VVS2',61.5,57.0,684.0,4.29,4.33,2.65
0.3,b'Very Good',b'H',b'VVS1',62.2,58.0,684.0,4.26,4.29,2.66
0.3,b'Very Good',b'G',b'VVS2',62.8,60.0,684.0,4.25,4.28,2.68
0.3,b'Very Good',b'G',b'VVS2',61.6,60.0,684.0,4.24,4.27,2.62
0.3,b'Good',b'H',b'VVS1',63.3,55.0,684.0,4.29,4.34,2.73
0.3,b'Very Good',b'H',b'VVS1',62.6,60.0,684.0,4.21,4.26,2.65
0.3,b'Ideal',b'G',b'VVS2',60.9,57.0,684.0,4.32,4.35,2.64
0.3,b'Very Good',b'H',b'VVS1',61.3,61.0,684.0,4.26,4.29,2.62
0.3,b'Very Good',b'H',b'VVS1',62.0,59.0,684.0,4.26,4.29,2.65
0.3,b'Good',b'G',b'VVS2',63.5,56.0,684.0,4.29,4.34,2.74
0.39,b'Very Good',b'G',b'SI1',62.4,58.0,684.0,4.67,4.72,2.93
0.3,b'Premium',b'G',b'VVS2',62.6,58.0,684.0,4.27,4.29,2.68
0.3,b'Very Good',b'G',b'VVS2',60.6,58.0,684.0,4.35,4.36,2.64
0.3,b'Ideal',b'G',b'VVS2',61.1,57.0,684.0,4.32,4.35,2.65
0.3,b'Very Good',b'H',b'VVS1',63.0,56.0,684.0,4.24,4.27,2.68
0.36,b'Ideal',b'E',b'VS2',61.7,57.0,684.0,4.55,4.59,2.82
0.3,b'Good',b'H',b'VVS1',63.3,60.0,684.0,4.22,4.25,2.68
0.3,b'Premium',b'G',b'VVS2',62.0,58.0,684.0,4.26,4.29,2.65
0.3,b'Ideal',b'G',b'VVS2',61.5,56.0,684.0,4.31,4.34,2.66
0.3,b'Very Good',b'H',b'VVS1',63.0,58.0,684.0,4.22,4.25,2.67
0.3,b'Good',b'G',b'VVS2',63.8,56.0,684.0,4.27,4.29,2.73
0.3,b'Ideal',b'H',b'VVS1',62.0,55.0,684.0,4.3,4.34,2.68
0.3,b'Good',b'G',b'VVS2',63.5,54.0,684.0,4.25,4.26,2.7
0.3,b'Ideal',b'H',b'VVS1',62.4,53.0,684.0,4.28,4.31,2.68
0.3,b'Ideal',b'H',b'VVS1',61.9,55.0,684.0,4.32,4.34,2.68
0.39,b'Very Good',b'G',b'SI1',61.7,57.0,684.0,4.77,4.7,2.92
0.3,b'Ideal',b'G',b'VVS2',61.5,55.0,684.0,4.3,4.32,2.65
0.3,b'Premium',b'G',b'VVS2',61.2,58.0,684.0,4.32,4.34,2.65
0.3,b'Good',b'G',b'VVS2',63.6,57.0,684.0,4.26,4.3,2.72
0.3,b'Very Good',b'G',b'VVS2',62.1,59.0,684.0,4.23,4.27,2.64
0.3,b'Very Good',b'G',b'VVS2',61.3,57.0,684.0,4.29,4.33,2.64
0.3,b'Premium',b'G',b'VVS2',61.9,59.0,684.0,4.25,4.28,2.64
0.3,b'Good',b'G',b'VVS2',63.2,57.0,684.0,4.23,4.28,2.69
0.3,b'Premium',b'G',b'VVS2',61.0,60.0,684.0,4.3,4.32,2.63
0.3,b'Very Good',b'H',b'VVS1',62.5,59.0,684.0,4.26,4.29,2.67
0.3,b'Premium',b'G',b'VVS2',60.8,58.0,684.0,4.34,4.38,2.65
0.3,b'Premium',b'G',b'VVS2',62.2,59.0,684.0,4.28,4.31,2.67
0.3,b'Good',b'E',b'VVS2',63.2,59.0,684.0,4.27,4.28,2.7
0.3,b'Good',b'H',b'VVS1',63.4,55.0,684.0,4.28,4.3,2.72
0.3,b'Very Good',b'G',b'VVS2',62.9,55.0,684.0,4.3,4.32,2.71
0.3,b'Premium',b'H',b'VVS1',62.7,59.0,684.0,4.29,4.32,2.7
0.3,b'Good',b'H',b'VVS1',63.3,59.0,684.0,4.22,4.28,2.69
0.3,b'Ideal',b'G',b'VVS2',62.7,57.0,684.0,4.26,4.29,2.68
0.3,b'Very Good',b'G',b'VVS2',62.9,55.0,684.0,4.24,4.28,2.68
0.3,b'Ideal',b'G',b'VVS2',62.2,55.0,684.0,4.29,4.33,2.68
0.3,b'Good',b'H',b'VVS1',63.4,57.0,684.0,4.27,4.31,2.72
0.3,b'Good',b'G',b'VVS2',63.1,56.0,684.0,4.2,4.23,2.66
0.3,b'Ideal',b'G',b'VVS2',60.6,57.0,684.0,4.33,4.35,2.63
0.3,b'Ideal',b'G',b'VVS2',62.7,57.0,684.0,4.26,4.32,2.69
0.3,b'Premium',b'H',b'VVS1',62.3,58.0,684.0,4.29,4.32,2.68
0.32,b'Very Good',b'G',b'VVS1',60.6,57.0,685.0,4.46,4.48,2.71
