ID,Name,Brewery,Beer Name (Full),Description,ABV,Min IBU,Max IBU,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty,review_aroma,review_appearance,review_palate,review_taste,review_overall,number_of_reviews,Style
247,Mönchsambacher Lager,Brauerei Zehendner GmbH,Brauerei Zehendner GmbH Mönchsambacher Lager,Notes:,5.5,20.0,40.0,35.0,39.0,5.0,53.0,37.0,38.0,1.0,38.0,77.0,20.0,,4.230769,4.288462,4.384615,4.384615,4.634615,26.0,12
488,West Coast Wheat Wine,Baird Brewing Company / Fishmarket Taproom,Baird Brewing Company / Fishmarket Taproom West Coast Wheat Wine,"Notes:Brewer's Notes: Wheat Wine is a beer style born on the U.S. West Coast in the 1980s (legend has it that the style was conceived and first crafted at a small brewery-pub in Sacramento, California). It has as its progenitor the English Barley Wine beer style. Wheat Wine, as a beer style, is characterized by a massively rich complexity imbued with a tenaciously strong-willed sense of balance. It is a style indicative of the irreverent creativity and unrelenting passion for beer that form the hallmarks of craft brewing in the West Coast of the United States. Baird West Coast Wheat Wine is crafted in homage to the skilled brewing artisans and fearless beer entrepreneurs that have pioneered craft brewing on Americas great West Coast.Baird West Coast Wheat Wine is a heavyweight  this year (2005) tipping the scales at approximately 9.5% alcohol by volume. 50 percent of the fermentable extract is derived from malted wheat, and this lends a quenching drinkability rare to beers of this strength. This drinkability is buttressed further by a 10 percent addition of Japanese candy sugar which lends to the beer a character reminiscent of a Belgian-style Tripel. The hops once again are 100% American West Coast types; this year, though, large additions of Vanguard and Sterling render the hop character softer and spicier than last years boldly citrus performance.\t",10.5,45.0,85.0,18.0,45.0,33.0,37.0,96.0,63.0,0.0,,32.0,7.0,70.0,3.791667,3.75,3.791667,3.666667,3.791667,12.0,16
425,Goliath,Wychwood Brewery Company Ltd,Wychwood Brewery Company Ltd Goliath,Notes:,4.2,20.0,35.0,12.0,41.0,,49.0,47.0,27.0,0.0,24.0,9876.0,9.0,74.0,3.30597,3.641791,3.343284,3.276119,3.343284,67.0,3
462,Samuel Adams HefeweizenBoston Beer Company (Samuel Adams),Boston Beer Company (Samuel Adams),Boston Beer Company (Samuel Adams) Samuel Adams Hefeweizen,"Notes:Hazy golden and filled with smooth wheat character, our Hefeweizen is our take on the classic German beer. Notes of clove and banana, signatures of this traditional style, accent the aroma and flavor, and are complemented by a subtle bready malt character. Clean and crisp, this beer pairs best with a sunny summer day.HOP VARIETIESHallertau Mittelfrueh and Spalt-Spalter Noble hopsMALT VARIETIESSamuel Adams two-row pale malt blend, White Wheat14 IBU\t",5.4,10.0,15.0,20.0,43.0,14.0,22.0,31.0,18.0,4.0,50.0,40.0,50.0,66.0,3.0625,9876.0,3.280833,3.1225,3.3625,600.0,14
223,Geary's Autumn Ale,D.L. Geary Brewing Company,D.L. Geary Brewing Company Geary's Autumn Ale,"Notes:Geary's Autumn Ale is a faithful interpretation of the classic brown ales of Great Britain. With a deep auburn color and a subtle nut-like flavor, Geary's Autumn Ale is the perfect choice as the seasons change. Original gravity - 1058; alcohol by volume – 5.8%; two row English malts (pale, crystal and chocolate); Cascade, Golding and Fuggle hops.\t",5.8,15.0,,14.0,65.0,10.0,57.0,,13.0,0.0,13.0,57.0,16.0,145.0,,3.811475,,3.790984,3.831967,122.0,4
567,Smuttynose Shoals Pale Ale,Smuttynose Brewing Company,Smuttynose Brewing Company Smuttynose Shoals Pale Ale,"Notes:Our interpretation of a classic English beer style is copper-colored, medium-bodied and pleasantly hopped. Its flavor is delightfully complex: tangy fruit at the start, with an assertive hop crispness and a long malty palate that one well-known beer writer has compared to the flavor of freshly-baked bread.52 IBU\t",5.6,20.0,40.0,24.0,38.0,7.0,79.0,47.0,77.0,9876.0,78.0,130.0,13.0,80.0,3.690909,3.900826,3.805785,3.875207,3.946281,605.0,11
196,Frosted Frog Christmas Ale,Hoppin' Frog Brewery,Hoppin' Frog Brewery Frosted Frog Christmas Ale,"Notes:The essence of Christmas is captured in this very bottle. Perfectly blended spices compliment Frosted Frog’s rich malt flavors, creating the ultimate Christmas experience. Celebrate the holidays as you savor this very special seasonal offering.\t",8.6,35.0,50.0,6.0,40.0,37.0,23.0,64.0,14.0,0.0,26.0,,124.0,66.0,3.957944,3.733645,3.593458,3.565421,3.429907,,8
243,Kronenbourg 1664,Brasseries Kronenbourg,Brasseries Kronenbourg Kronenbourg 1664,"Notes:Kronenbourg 1664 was named after the year the Hatt family, the founders of Kronenbourg. Itis the fifth oldest beer brand in the world that still exists today.Its golden hues and delicate bitterness come from selecting the best hops, the 'Strisselspalt', and the unique know-how of Kronenbourg’s master brewers for over 300 years.Strisselspalt is also named the caviar of hops by the expert master brewers around the world for its low bitterness and aromatic qualities. Its specific soil and culture technique requirements makes it rare and quite unique to the Alsace Region and Kronenbourg recipes.\t",5.5,18.0,25.0,11.0,23.0,6.0,34.0,26.0,11.0,2.0,6.0,55.0,8.0,40.0,2.920375,3.30445,3.210773,3.152225,3.359485,427.0,1
339,Tuborg Pilsner Beer (Green / Grøn),Tuborgs Bryggerier A/S,Tuborgs Bryggerier A/S Tuborg Pilsner Beer (Green / Grøn),Notes:,4.6,18.0,25.0,16.0,22.0,3.0,24.0,29.0,15.0,0.0,9.0,35.0,4.0,56.0,2.505747,2.890805,2.597701,2.563218,2.816092,87.0,1
498,Brother Thelonious,North Coast Brewing Co.,North Coast Brewing Co. Brother Thelonious,"Notes:""Vital StatisticsStyle: Belgian Style Strong DarkColor: Dark mahoganyABV: 9.4%Bitterness: 32 IBU's""\t",9.4,25.0,50.0,4.0,29.0,,13.0,69.0,22.0,1.0,49.0,8.0,24.0,48.0,3.833123,3.826169,3.731353,3.824273,3.735777,791.0,7
197,Mamouche,Brasserie Cantillon,Brasserie Cantillon Cantillon Mamouche,"Notes:Cantillon Zwanze 2009 = Elder flowers. In 2010, Cantillon re-released this beer as Mamouche (same beer), which will be brewed on a regular basis.\t",5.0,15.0,21.0,37.0,20.0,5.0,10.0,16.0,90.0,0.0,44.0,78.0,26.0,,4.050633,,4.082278,4.044304,4.0,79.0,13
424,Malheur 10°,Brouwerij De Landtsheer NV,Brouwerij De Landtsheer NV Malheur 10°,Notes:,10.0,20.0,40.0,18.0,38.0,28.0,16.0,68.0,56.0,1.0,79.0,24.0,25.0,34.0,3.970588,4.026961,3.985294,4.051471,4.007353,204.0,0
599,Kentucky Ale,Alltech’s Lexington Brewing and Distilling Co.,Alltech’s Lexington Brewing and Distilling Co. Kentucky Ale,"Notes:Our Master Brewers describe Kentucky Ale as a marriage between two classic beer styles, Irish Red Ale and English Pale Ale. Light amber in color, Kentucky Ale owes its unique body and character to select imported malts and a pinch of wheat malt for a rich, smooth taste. The unique body and character of Kentucky Ale is heavily influenced by the water, drawn from aquifers in the limestone rock underlying the Bluegrass Region of Kentucky.\t",,20.0,,15.0,29.0,4.0,34.0,47.0,16.0,1.0,12.0,43.0,3.0,77.0,3.159091,3.431818,3.386364,3.295455,3.559091,110.0,11
393,Inferno Ale,The Lost Abbey,The Lost Abbey Inferno Ale,"Notes:Corruption, Greed and Lust, they’re all represented on he books today. Tomorrow they’ll be stringing Gluttony, Desire and Sloth. Go ahead, tell yourself you’re better than all of them. But you can’t. Hell can be funny like that. Down here it’s all just sin. Everyone here is screwed just like you. They don’t care who you sliced, diced or cheated. No one is escaping this heinous place.Your roommate is an axe murderer. Eerily, he’s not threatening. How can he be? The Fallen Angel owns your body, mind and soul. As such, no one can take your life. It’s already been taken. Or was it given? Neither matters. Did you seriously think you were living a virtuous life? At least Satan serves beer in Hell. He brews it himself right there in that flame stoked cauldron. Rumor has it the beer is straw yellow, bone dry and simply labeled Inferno.\t",8.5,9876.0,40.0,26.0,41.0,37.0,24.0,58.0,65.0,0.0,90.0,42.0,37.0,36.0,3.95229,4.141221,3.98855,4.015267,4.017176,262.0,0
544,Busch Beer,Anheuser-Busch,Anheuser-Busch Busch Beer,"Notes:Busch and Busch Light are both brewed with a blend of premium American-grown and imported hops and a combination of malt and corn to provide a pleasant balanced flavor. Additionally, Busch Light undergoes a longer brewing process that produces a lighter body and fewer calories.\t",4.3,8.0,,14.0,29.0,5.0,13.0,19.0,2.0,4.0,3.0,17.0,,46.0,1.90107,2.131016,2.125668,2.090909,2.475936,374.0,6
222,Erdinger Weissbier (Hefe-Weizen),Erdinger Weissbräu,Erdinger Weissbräu Erdinger Weissbier,"Notes:Every sip leaves you wanting more – our ERDINGER Weissbier with fine yeast is the crowning glory of traditional Bavarian brewing skills.The strength of this classic wheat beer lies in the harmonious balance it achieves between the various aromas. Gently spicy wheat and yeast aromas blend with mildly bitter hops. The invigorating carbon dioxide ensures its typical liveliness. A premium beer whose full-bodied yet elegant character leaves a lasting impression of ultimate Bavarian enjoyment. A truly unique wheat beer!ERDINGER Weissbräu allows its top-fermenting specialty to mature in the bottle in the traditional manner, just like champagne. This wheat beer from Erding offers more than just sparkling refreshment – it gives a true taste of Bavaria.\t",5.3,10.0,15.0,17.0,26.0,5.0,8.0,20.0,31.0,1.0,43.0,16.0,24.0,45.0,,3.704978,3.439971,3.341142,3.622255,683.0,14
283,HSB (Horndean Special Bitter),George Gale & Company Ltd,George Gale & Company Ltd HSB (Horndean Special Bitter),Notes:,4.8,20.0,35.0,13.0,47.0,7.0,54.0,40.0,28.0,0.0,29.0,64.0,14.0,64.0,3.891892,4.040541,3.986486,4.135135,4.202703,9876.0,3
302,Kriek,Brouwerij Lindemans,Brouwerij Lindemans Lindemans Kriek,"Notes:Also known as Kriek FoudroyanteWe've already told you that our family never does anything the way other people do. Kriek Lindemans is a good example of that. In order to obtain a beer like no other, we have been adding whole sour cherries to our lambic for generations. Our meeting with American importer Charles Finkel in the 1970s revolutionized the fruit beer segment. Charles convinced us to export our old kriek to the United States by boat. What we had not thought of is that the movement of the waves would reactivate the fermentation process and cause the corks to pop during the trip. It was like something out of The Adventures of Tintin. To prevent that from happening, we therefore developed an alternative production method for our kriek. We use fresh, not from concentrate, unsweetened cherry filtrate which we blend with lambic that is at least one year old before fermenting & macerating for up to 3 days and pasteurizing the whole batch. So the corks don't pop. Due to the use of filtrate and pasteurization, this kriek is sweeter and fruitier than Old Kriek Cuvée René, which undergoes a second fermentation process in the bottle. Thanks to its innovative flavour, it was a resounding success both here in Belgium as well as around the world. Nowadays, it is undoubtedly the reference kriek for consumers.18 IBU\t",3.5,15.0,21.0,22.0,28.0,10.0,3.0,87.0,89.0,0.0,102.0,7.0,9.0,13.0,3.920382,4.031847,3.847134,3.915074,3.83758,471.0,13
423,Oatmeal Raisin Cookie Brown Ale,Cigar City Brewing,Cigar City Brewing Maduro Oatmeal Brown Ale - Oatmeal Raisin Cookie,"Notes:The genesis of the beer you're holding in your hand was pretty simple. We asked ourselves, ""What if a beer tasted like an oatmeal raisin cookie?"" The answer to our rhetorical question was to add raisins, lactose and cinnamon to Maduro, our English-style Brown Ale, a beer that showcases flavors of caramel, toffee and chocolate. The combination of the base beer and the additional ingredients resulted in a beer that tastes like it was baked in Grandma's oven.25 IBU\t",5.5,15.0,25.0,6.0,66.0,9876.0,19.0,133.0,18.0,3.0,60.0,17.0,72.0,162.0,4.014706,3.970588,3.790441,4.125,,136.0,4
346,Blue Fin Stout,Shipyard Brewing Co.,Shipyard Brewing Co. Blue Fin Stout,"Notes:A classic Irish Stout. Full bodied, yet smooth and spectacular in appearance.\t",4.7,30.0,40.0,18.0,90.0,8.0,98.0,56.0,13.0,0.0,11.0,57.0,6.0,134.0,3.615044,3.929204,3.449115,3.579646,3.628319,226.0,5
486,Estrella Damm Daura,Damm S. A.,Damm S. A. Estrella Damm Daura,"Notes:Gluten-free (less than 6 ppm), but made using barley malt!\t",5.4,18.0,25.0,24.0,30.0,3.0,29.0,,11.0,5.0,15.0,55.0,6.0,72.0,3.019231,3.673077,3.307692,3.211538,3.230769,26.0,1
475,Wrasslers XXXX Stout,The Porterhouse Brewing Company,The Porterhouse Brewing Company Wrasslers XXXX Stout,Notes:,5.0,30.0,40.0,,87.0,19.0,86.0,,13.0,2.0,13.0,56.0,22.0,123.0,3.705,4.015,3.72,3.76,3.75,100.0,5
545,Kriek 100% Lambic,Brasserie Cantillon,Brasserie Cantillon Cantillon Kriek 100% Lambic,Notes:,5.0,15.0,21.0,25.0,36.0,5.0,,42.0,98.0,0.0,98.0,16.0,17.0,10.0,4.160112,4.157303,,4.253745,,534.0,13
674,Op & Top,Brouwerij De Molen,Brouwerij De Molen Op & Top,Notes:,4.5,9876.0,35.0,19.0,38.0,8.0,70.0,,,0.0,81.0,112.0,7.0,55.0,3.75,,3.428571,3.714286,3.785714,14.0,3
600,Dark Abby,Devils Backbone Brewing Company,Devils Backbone Brewing Company Dark Abbey,"Notes:Meet Abby, Azrael’s darker twin. This Belgian beauty is mysteriously alluring with a sultry flavor combination of brown sugar, plum and spices in a dark burgundy hue. Abby has a deep, rich flavor, and a serious strength but like her sister, hides behind a deceptively light fruity finish. On the surface she’s the sweetest girl you’ll ever meet, but one taste you’ll be trapped in her darkly alluring web.DARK ABBY FACTS:Alcohol by Volume: 7.5%Hop Bitterness (IBUs): 18Malts: Pilsner, Dark Munich, Honey, Dark CrystalHops: SaazSugar & Spice: Turbinado Sugar, Sorghum Syrup, Secret Spice Mix\t",7.5,,30.0,12.0,32.0,31.0,16.0,103.0,35.0,0.0,76.0,19.0,28.0,58.0,4.0,3.75,4.0,4.0,3.75,2.0,2
612,Orkiszowe,Browar Kormoran,Browar Kormoran Orkiszowe,Notes:,,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,1.0,9
225,The First Snow Ale,RJ Rockers Brewing Company,RJ Rockers Brewing Company First Snow Ale,"Notes:This hearty American pale ale contains a rich blend of spices that warms the soul on a cold winter's night. Chill the mug, stoke the fire, and savor this quality seasonal brew. Available only during the Winter season.\t",6.0,35.0,50.0,15.0,31.0,23.0,16.0,54.0,43.0,0.0,54.0,14.0,140.0,58.0,3.95,3.75,3.76,9876.0,3.73,50.0,8
482,Première (Red),Bières de Chimay S.A.,Bières de Chimay S.A. Chimay Première (Red),"Notes:This copper-colored ale boasts flavors of apricots, brown sugar and nutmeg. Brewed since 1982, Chimay Première is the first beer ever produced by the Trappist monks of Notre-Dame de Scourmont Abbey in Belgium.\t",7.0,15.0,30.0,9.0,38.0,17.0,15.0,120.0,32.0,0.0,71.0,20.0,39.0,81.0,4.015825,4.075421,4.030303,4.112458,4.083165,1485.0,2
323,Mort Subite Kriek,Brouwerij Mort Subite,Brouwerij Mort Subite Mort Subite Kriek,Notes:,4.5,15.0,21.0,15.0,19.0,6.0,1.0,68.0,70.0,,70.0,6.0,0.0,4.0,3.525,3.845,3.55,3.535,3.585,100.0,13
442,Black Sun Stout,Three Floyds Brewing Co. & Brewpub,Three Floyds Brewing Co. & Brewpub Black Sun Stout,"Notes:6.5% ABV, 50 IBUs - Black Sun has a nose of coffee, roasted malts and piney hops. This medium bodied stout has a broad depth of maltiness and a clean dry finish. December release.\t",6.5,30.0,40.0,27.0,93.0,8.0,97.0,65.0,24.0,0.0,31.0,88.0,7.0,113.0,4.047506,4.12114,3.984561,4.095012,9876.0,,5
153,Traditional Ale,Big Rock Brewery,Big Rock Brewery Traditional Ale,"Notes:This medium bodied Brown Ale fills your mouth with a fusion of toasty malt and sweet caramel up front finishing with a nutty flavour, medium creamy carbonation and mild hop bitterness.\t",5.0,15.0,25.0,7.0,43.0,5.0,22.0,65.0,11.0,0.0,7.0,26.0,3.0,96.0,3.240964,3.46988,3.385542,3.385542,3.554217,83.0,4
319,Weisse Versa Wheat,Karbach Brewing Co.,Karbach Brewing Co. Weisse Versa Wheat,"Notes:German Hefeweizen / Belgian Witbier hybrid, brewed with coriander and citrus peel.\t",,10.0,15.0,15.0,37.0,,18.0,23.0,48.0,1.0,76.0,21.0,25.0,33.0,4.222222,3.888889,4.5,4.5,4.388889,9.0,14
229,Bornem Double,Brouwerij Van Steenberge N.V.,Brouwerij Van Steenberge N.V. Bornem Dubbel,Notes:,,15.0,30.0,10.0,44.0,15.0,19.0,100.0,25.0,0.0,56.0,15.0,22.0,72.0,3.679319,3.996073,3.587696,3.643979,3.658377,,2
621,Harp Lager,Guinness Ltd.,Guinness Ltd. Harp Lager,Notes:,5.0,18.0,25.0,26.0,30.0,11.0,28.0,30.0,23.0,4.0,24.0,47.0,7.0,76.0,3.063025,3.392857,3.27521,3.267507,3.502801,714.0,1
464,Reinaert Flemish Wild AleDe Proefbrouwerij (bvba Andelot),De Proefbrouwerij (bvba Andelot),De Proefbrouwerij (bvba Andelot) Reinaert Flemish Wild Ale,Notes:,9.0,20.0,40.0,22.0,26.0,13.0,11.0,55.0,105.0,0.0,67.0,20.0,,9876.0,,3.954733,3.825103,3.880658,3.804527,243.0,0
515,Pranqster,North Coast Brewing Co.,North Coast Brewing Co. Pranqster,"Notes:Belgian Ales represent the height of the brewers’ art. Sophisticated brewing techniques, yeast blends, and unique flavoring elements have elevated the beers of Belgium to the status enjoyed by wine in other countries.PranQster follows in this tradition using a mixed culture of antique yeast strains that produce a floral nose, a full fruity flavor, and a clean finish.IBU: 20\t",7.6,20.0,40.0,11.0,23.0,11.0,8.0,45.0,34.0,1.0,32.0,16.0,21.0,32.0,3.917653,3.811144,3.907298,3.991617,3.975838,1014.0,0
578,Mackeson Triple XXX Stout,Whitbread PLC,Whitbread PLC Mackeson Triple XXX Stout,Notes:XXX version is for the export market.\t,4.9,15.0,25.0,7.0,102.0,5.0,39.0,72.0,14.0,1.0,4.0,25.0,7.0,87.0,3.991525,4.177119,4.011017,4.117797,4.029661,590.0,15
601,Samuel Adams Cream StoutBoston Beer Company (Samuel Adams),Boston Beer Company (Samuel Adams),Boston Beer Company (Samuel Adams) Samuel Adams Cream Stout,Notes:,4.9,15.0,25.0,6.0,89.0,5.0,58.0,55.0,9.0,1.0,5.0,21.0,,86.0,3.90678,4.053672,3.834544,3.955206,3.985069,1239.0,15
550,Winter Warmer,Harpoon Brewery,Harpoon Brewery Harpoon Winter Warmer,"Notes:When you bring a glass of this dark copper ale to your lips to take your first sip you will notice the aroma of cinnamon. There is no aromatic hop added that might overpower the distinct spice scent. The medium body of this beer is formed from caramel and pale malts. These create enough body to support the spices without making the beer excessively rich. Bittering hops are added to counter the sweetness of the malt and spice. The finish of the beer is a blend of cinnamon and nutmeg. The combination of these two spices results in a balanced, pumpkin-pie flavor.22 IBU\t",5.9,35.0,50.0,6.0,34.0,26.0,27.0,49.0,20.0,1.0,26.0,27.0,130.0,70.0,3.388254,3.492659,3.084013,3.013866,3.020392,613.0,8
471,Brown Ale,Upslope Brewing Company,Upslope Brewing Company Brown Ale,"Notes:Our medium-bodied Brown Ale is brewed in the English tradition, with an infusion of American creativity. The rich, malty backbone balances an assertive hop character, and ends with a smooth, dry finish. Our Brown Ale boasts a dark brown body that supports a creamy tan head.\t",6.7,15.0,,17.0,83.0,13.0,64.0,,9.0,0.0,6.0,54.0,11.0,154.0,3.714286,,3.857143,3.904762,3.857143,21.0,4
394,Patio Tools,Cigar City Brewing,Cigar City Brewing Hillsborough River Dry Stout (Patio Tools),Notes:,5.0,30.0,40.0,7.0,26.0,9876.0,9.0,14.0,0.0,0.0,0.0,0.0,3.0,27.0,9876.0,4.080645,4.064516,4.080645,4.145161,31.0,5
565,Winter Solstice Seasonal Ale,Anderson Valley Brewing Company,Anderson Valley Brewing Company Winter Solstice Seasonal Ale,"Notes:Winter Solstice® is our take on the classic style of “winter warmer.” Boasting a deep amber hue and rich mouthfeel, its creamy finish will lift your spirits. Hints of toffee, spice, and caramel tease the senses making this the perfect ale to share with friends and family during the cold days and long nights of winter.\t",9876.0,35.0,50.0,6.0,31.0,26.0,9.0,68.0,7.0,0.0,20.0,8.0,53.0,82.0,3.769103,3.88289,3.812292,3.891196,3.848007,602.0,8
529,Robust Porter,Bridge Road Brewers,Bridge Road Brewers Robust Porter,"Notes:Big chocolate, roasted and mocha notes are the key to this style. A wise country football coach once said: “there’s no point half doing something”. And in making this porter we’ve taken his advice on board, our Robust Porter uses plenty of roast barley and chocolate malt to give you a big porter that won’t leave you asking for more.Try this one with dark chocolate and liquorice. Bridge Road’s Porter, like many of its beers, pulls no punches. Make no mistake, the Robust Porter is big and bold, yet its smooth roasty texture makes it one to convert the non-dark drinker. Match it with rich chocolate deserts, cold winter nights or freshly shucked oysters.\t",5.2,25.0,40.0,17.0,93.0,,,67.0,16.0,0.0,14.0,26.0,3.0,124.0,3.642857,3.642857,3.464286,3.571429,3.535714,14.0,10
494,Sapporo Reserve,Sapporo Breweries Ltd.,Sapporo Breweries Ltd. Sapporo Reserve,Notes:,5.2,18.0,25.0,20.0,25.0,13.0,25.0,19.0,9876.0,3.0,13.0,53.0,3.0,61.0,3.096875,3.453125,3.275,3.26875,3.45,160.0,1
212,Bass Pale Ale,Bass Brewers Limited,Bass Brewers Limited Bass Pale Ale,Notes:A classic pale ale. This version of Bass for the North American market at 5% to comply with USA ale regulations.\t,5.1,20.0,40.0,7.0,15.0,9.0,32.0,60.0,32.0,0.0,,53.0,4.0,55.0,3.281934,3.654197,3.450274,3.458029,3.690693,,11
279,Damnation,Russian River Brewing Company,Russian River Brewing Company Damnation,"Notes:Inspired pretty much by Duvel and other strong golden ales of Belgium. It is medium-bodied, has a fruity/banana bouquet, and a dry, spicy finish.AvailabilityPub draft and bottles, local distribution draft and bottles, some draft to some distributors, bottles to all distributors, year-roundOriginal Gravity: 1.056Alcohol by Volume: 7.5%Color: GoldenBitterness: Mild\t",7.5,20.0,40.0,23.0,39.0,26.0,30.0,42.0,45.0,3.0,57.0,51.0,41.0,36.0,4.07033,4.102747,4.115385,4.156044,4.156044,910.0,0
620,Winter Warmer,Rahr & Sons Brewing Company,Rahr & Sons Brewing Company Winter Warmer,Notes:,8.5,35.0,50.0,9.0,67.0,31.0,46.0,67.0,11.0,,24.0,24.0,28.0,100.0,3.603896,,,3.766234,3.876623,77.0,8
528,Organic Pale AleSamuel Smith Old Brewery (Tadcaster),Samuel Smith Old Brewery (Tadcaster),Samuel Smith Old Brewery (Tadcaster) Samuel Smith's Old Brewery Pale Ale,Notes:Known as Organic Best Ale in the UK.\t,5.0,20.0,40.0,11.0,,5.0,,42.0,18.0,1.0,26.0,41.0,4.0,72.0,3.665644,,3.820552,3.852761,3.977761,652.0,11
564,Prior 8,Brouwerij St. Bernardus NV,Brouwerij St. Bernardus NV St. Bernardus Prior 8,Notes:,8.0,15.0,30.0,16.0,33.0,14.0,27.0,96.0,30.0,1.0,75.0,15.0,17.0,84.0,4.094828,4.17069,4.132184,4.197701,4.116092,870.0,2
473,Strawberry Lambicus,Brouwerij Timmermans-John Martin N.V.,Brouwerij Timmermans-John Martin N.V. Timmermans Strawberry,"Notes:Formerly Strawberry.For anyone who finds strawberries irresistible, Timmermans Strawberry evokes the fragrance of long sunny days. Its strawberry flavour will have you wrinkling your nose in delight with each sip. Its luminous colour and its fruity freshness are a treat for taste-buds and eyes alike. A totally mouth-watering experience.\t",4.0,,21.0,20.0,27.0,6.0,8.0,67.0,57.0,0.0,94.0,25.0,5.0,21.0,3.1875,3.46875,3.03125,2.78125,,32.0,13
414,Solitude,Brewery Vivant,Brewery Vivant Solitude,Notes:,6.0,15.0,30.0,14.0,46.0,26.0,18.0,129.0,72.0,0.0,96.0,24.0,21.0,74.0,3.758065,3.854839,3.5,3.596774,3.612903,31.0,2
251,Tippy Toboggan,Vintage Brewing Company,Vintage Brewing Company Tippy Toboggon,"Notes:Brewed with rye, European specialty malts and Czech Saaz hops, Tippy Toboggan is an old-world ‘Roggen Bier’, a distant cousin to our Weiss bier. With a fresh fruity aroma and a complex nutty/spicy malt character,it’s chock full of flavor yet relatively light and easy drinking.20 IBU\t",6.9,,20.0,5.0,7.0,2.0,9.0,6.0,4.0,0.0,1.0,9.0,8.0,17.0,4.0,3.5,3.333333,4.0,3.833333,3.0,9
556,Heineken Lager Beer,Heineken Nederland B.V.,Heineken Nederland B.V. Heineken Lager Beer,"Notes:Also known as Heineken PilsenerMade with 3 ingredients, and they're all natural: Barley, Hops and water. Yeast is an important part of the brewing process, but it's not an ingredient! Our natural A-Yeast produces a fruity flavor that is key in making the Heineken you know and love, and is filtered out after fermentation.\t",5.0,18.0,25.0,17.0,19.0,8.0,29.0,24.0,14.0,3.0,4.0,42.0,0.0,39.0,2.512224,2.874211,2.841877,2.749211,3.025237,1268.0,1
333,Mother's Milk Stout,Keegan Ales,Keegan Ales Mothers Milk Stout,"Notes:As the name implies, Mother’s Milk is a dark and creamy milk stout. Hints of oatmeal, chocolate and of course, milk make this brew have a remarkably smooth and silky finish, a classic example of the style.\t",6.0,15.0,25.0,5.0,112.0,6.0,41.0,64.0,6.0,0.0,,19.0,4.0,77.0,3.756906,3.867403,3.685083,3.825967,3.870166,181.0,15
406,Black Robusto Porter,Drake's Brewing Co.,Drake's Brewing Co. Drake's Black Robusto Porter,"Notes:A robust Porter, Drake’s Black Robusto has a roasty character and is stronger in alcohol than a regular porter (thus “robust’). Dark black in color with chocolate maltiness from seven different types of barley and spicy herbal hop character from Northdown and Williamette hops.25 IBU\t",6.3,25.0,40.0,11.0,104.0,14.0,86.0,62.0,9.0,1.0,4.0,46.0,15.0,137.0,3.75,3.75,4.0,3.5,3.75,2.0,10
495,Casablanca Beer,Brasseries Du Maroc,Brasseries Du Maroc Casablanca Beer,Notes:,5.0,18.0,25.0,15.0,22.0,4.0,21.0,33.0,10.0,2.0,11.0,38.0,1.0,,2.7,2.993333,2.84,2.76,2.986667,75.0,1
264,Pub Brown Ale,Sprecher Brewing Company,Sprecher Brewing Company Pub Brown Ale,Notes:,4.8,,25.0,12.0,51.0,13.0,27.0,78.0,9.0,3.0,,36.0,,164.0,3.551402,,,3.635514,3.883178,107.0,4
417,Donnybrook Stout,Victory Brewing Company,Victory Brewing Company Donnybrook Stout,Notes:,3.7,30.0,,19.0,94.0,5.0,39.0,24.0,3.0,0.0,2.0,22.0,7.0,63.0,,,3.905172,3.788793,4.137931,116.0,5
236,Beamish Irish Stout,Beamish & Crawford Plc.,Beamish & Crawford Plc. Beamish Irish Stout,Notes:,4.1,30.0,40.0,23.0,62.0,3.0,31.0,17.0,3.0,0.0,1.0,14.0,6.0,51.0,3.514851,4.275578,3.79538,3.797855,4.027228,606.0,5
297,Guinness Original,Guinness Ltd.,Guinness Ltd. Guinness Original,Notes:,5.0,30.0,40.0,16.0,65.0,6.0,,32.0,7.0,0.0,4.0,26.0,4.0,66.0,3.065217,3.956522,3.391304,3.130435,3.195652,,5
542,O'Reilly's Irish Stout,Sly Fox Brewing Company,Sly Fox Brewing Company O'Reilly's Irish Stout,"Notes:This Irish Style Stout is brewed with imported Pale and British Roasted Barley and hopped with Cascade and East Kent Goldings. Black in color, light in body, and roasty dry.\t",3.6,30.0,40.0,23.0,92.0,2.0,56.0,30.0,2.0,0.0,0.0,31.0,7.0,63.0,3.591398,4.252688,3.833333,,3.967742,93.0,5
358,Best Bitter,Gritty McDuff's Brewing Company,Gritty McDuff's Brewing Company Gritty McDuff's Best Bitter,"Notes:Best Bitter was the first beer we ever brewed, way back in 1988 at our Portland Brew Pub. This true English classic has been the anchor of our draft selection ever since.Best Bitter is a copper-hued and well-balanced ale with real old world integrity. We use fine Yakima Golding hop flowers in the brewing of this beer for a fine dry finish that compliments the malty palate. The taste captures the freshness of a hand-drawn ale that goes right from the conditioning tank to your glass!25 IBU\t",5.0,20.0,,18.0,61.0,4.0,77.0,55.0,26.0,0.0,22.0,101.0,13.0,89.0,3.586066,3.75,3.627049,3.75,3.864754,122.0,3
