Winery,Year,Wine ID,Wine,Rating,num_review,price,Country,Region,acidity,calculated_structure_count,intensity,sweetness,tannin,user_structure_count,vintage_type,has_valid_ratings,is_natural
Jakob,2015,3023778,Syrah 2015,4.1,34,30.8940164,Croatia,Wine of Croatia,,,,,,,0,True,False
Ivančić Griffin,2018,5568960,Dark Side Barrique 2018,3.8,36,18.9592,Croatia,Plesivica,,,,,,,0,True,False
Hvar Hills,2013,6053110,Pharos Maximvs Plavac Mali 2013,4.6,250,46.3457644,Croatia,Dalmatian Coast,,,,,,,0,True,False
Balgera,1999,1296814,Rosso di Valtellina 1999,3.6,301,22.4761316,Italy,Valtellina,4.807866,43.0,3.805714,1.3563823,4.5270133,15.0,0,True,False
Tomić,2017,1191356,Plavac 2017,3.7,291,18.9497204,Croatia,Dalmatian Coast,,,,,,,0,True,False
Franc Arman,2019,2429824,Teran 2019,3.8,56,15.4422684,Croatia,Dalmatian Coast,,,,,,,0,True,False
Vinoplod Vinarija Šibenik,2017,3297210,Babić Kvalitetno Vino 2017,3.3,51,18.24823,Croatia,Dalmatian Coast,,,,,,,0,True,False
Vicelić,2018,2529364,Dingač 2018,4.3,71,30.8940164,Croatia,Dalmatian Coast,,,,,,,0,True,False
Kabola,2018,1235093,Cabernet Sauvignon 2018,3.8,27,25.2726136,Croatia,Istria (Croatia),,,,,,,0,True,False
Erdevik,2017,7149788,Stifler's Mom Shiraz 2017,4.3,251,51.6543404,Serbia,Srem,,,,,,,0,True,False
Madirazza,2016,1704720,Dingač 2016,3.8,637,19.6512108,Croatia,Dalmatian Coast,,,,,,,0,True,False
Vina Senjković,2012,4827456,Dita 2012,4.1,39,70.2343564,Croatia,Dalmatian Coast,,,,,,,0,True,False
Vista Hill,2017,7087526,Selection Red 2017,3.9,44,21.0636712,Serbia,Central Serbia,,,,,,,0,True,False
Johann Gisperg,2015,1168971,Pinot Noir Exklusiv 2015,4.0,52,14.61636130831479,Austria,Thermenregion,4.4407463,13.0,2.2589552,1.5723383,2.2556717,4.0,0,True,False
Descendientes de J. Palacios,2003,91143,Las Lamas Bierzo (Corullón) 2003,4.2,29,94.0,Spain,Bierzo,3.861592,92.0,3.3321753,1.7034695,2.9956386,28.0,0,True,False
Teatro Latino,2019,3666177,Montepulciano d'Abruzzo 2019,3.7,60,8.2,Italy,Montepulciano d'Abruzzo,3.484124,7.0,2.9241238,1.6930927,2.8528864,3.0,0,True,False
Beyerskloof,2003,1750925,Field Blend 2003,4.3,67,26.5,South Africa,Stellenbosch,3.6149855,93.0,4.014787,1.6664168,3.3644679,75.0,0,True,False
Peyre Rose,2005,1517828,Clos des Cistes 2005,4.4,437,127.0,France,Languedoc,3.752926,91.0,3.9868946,1.8816644,3.704905,224.0,0,True,True
Post House,2018,1691388,Golden Monkey 2018,3.5,28,14.82607431839061,South Africa,Stellenbosch,,,,,,,0,True,False
Haute Cabrière,2018,1201416,Unwooded Pinot Noir 2018,3.5,242,14.82607431839061,South Africa,Franschhoek,3.343239,162.0,2.7911673,1.5512986,2.1753552,67.0,0,True,False
Domaine Gaston & Pierre Ravaut,2017,79068,Côtes de Nuits Villages 2017,4.0,25,29.65426695001431,France,Côte de Nuits Villages,4.3746185,28.0,2.830502,1.5353413,2.624016,5.0,0,True,False
Belezos,2013,1214016,Reserva 2013,3.9,67,27.53595371692521,Spain,Rioja,3.9444084,45.0,4.027751,1.678343,4.1064796,21.0,0,True,False
Edi Simčič,2011,1846591,Kolos 2011,4.4,39,105.3562744,Slovenia,Goriška Brda,,,,,,,0,True,False
Matela,2017,2567271,Crljenak Kaštelanski 2017,3.8,109,36.97044,Croatia,Dalmatian Coast,,,,,,,0,True,False
Kristančič,2019,1292710,Pavó Rdeče 2019,4.3,35,33.699978,Slovenia,Goriška Brda,,,,,,,0,True,False
Jakob,2015,3023778,Syrah 2015,4.1,34,30.8940164,Croatia,Wine of Croatia,,,,,,,0,True,False
Ivančić Griffin,2018,5568960,Dark Side Barrique 2018,3.8,36,18.9592,Croatia,Plesivica,,,,,,,0,True,False
Hvar Hills,2013,6053110,Pharos Maximvs Plavac Mali 2013,4.6,250,46.3457644,Croatia,Dalmatian Coast,,,,,,,0,True,False
Balgera,1999,1296814,Rosso di Valtellina 1999,3.6,301,22.4761316,Italy,Valtellina,4.807866,43.0,3.805714,1.3563823,4.5270133,15.0,0,True,False
Tomić,2017,1191356,Plavac 2017,3.7,291,18.9497204,Croatia,Dalmatian Coast,,,,,,,0,True,False
Franc Arman,2019,2429824,Teran 2019,3.8,56,15.4422684,Croatia,Dalmatian Coast,,,,,,,0,True,False
Vinoplod Vinarija Šibenik,2017,3297210,Babić Kvalitetno Vino 2017,3.3,51,18.24823,Croatia,Dalmatian Coast,,,,,,,0,True,False
Vicelić,2018,2529364,Dingač 2018,4.3,71,30.8940164,Croatia,Dalmatian Coast,,,,,,,0,True,False
Kabola,2018,1235093,Cabernet Sauvignon 2018,3.8,27,25.2726136,Croatia,Istria (Croatia),,,,,,,0,True,False
Erdevik,2017,7149788,Stifler's Mom Shiraz 2017,4.3,251,51.6543404,Serbia,Srem,,,,,,,0,True,False
Madirazza,2016,1704720,Dingač 2016,3.8,637,19.6512108,Croatia,Dalmatian Coast,,,,,,,0,True,False
Vina Senjković,2012,4827456,Dita 2012,4.1,39,70.2343564,Croatia,Dalmatian Coast,,,,,,,0,True,False
Vista Hill,2017,7087526,Selection Red 2017,3.9,44,21.0636712,Serbia,Central Serbia,,,,,,,0,True,False
Querbach,2009,1606810,Pinot Noir 2009,4.0,43,24.0,Germany,Rheingau,4.305843,12.0,1.2919768,1.4982268,2.1019769,11.0,0,True,False
Querbach,2006,1606810,Pinot Noir 2006,3.8,31,24.0,Germany,Rheingau,4.305843,12.0,1.2919768,1.4982268,2.1019769,11.0,0,True,False
Pfneisl,2013,1478207,Pentagon 2013,4.1,55,13.5,Austria,Mittelburgenland,,,,,,,0,True,False
Maria Reumann,2014,1605583,Phoenix 2014,4.0,56,11.8,Austria,Mittelburgenland,,,,,,,0,True,False
Strehn,2016,1446393,Blaufränkisch 2016,3.4,25,12.0,Austria,Burgenland,4.4198236,32.0,3.48287,1.1136425,3.6532009,11.0,0,True,False
Teatro Latino,2019,3666177,Montepulciano d'Abruzzo 2019,3.7,60,8.2,Italy,Montepulciano d'Abruzzo,3.484124,7.0,2.9241238,1.6930927,2.8528864,3.0,0,True,False
Descendientes de J. Palacios,2003,91143,Las Lamas Bierzo (Corullón) 2003,4.2,29,94.0,Spain,Bierzo,3.861592,92.0,3.3321753,1.7034695,2.9956386,28.0,0,True,False
Pascual Toso,2014,1821321,Alta Reserve Cabernet Sauvignon (Barrancas Vineyards) 2014,4.3,128,48.08571039112257,Argentina,Mendoza,3.117135,37.0,3.9935257,2.1237998,3.7035437,85.0,0,True,False
Hundsdorfer,2015,4018566,Canis 2015,4.4,32,25.20792747376029,Austria,Burgenland,,,,,,,0,True,False
Ogier,2020,10501901,Les Dentelles Gigondas 2020,3.9,57,29.44455393993849,France,Gigondas,2.666829,5.0,4.2584558,1.5596747,3.2041461,6.0,0,True,False
Patardzeuli,2020,3596754,Alazani Valley Red Semi Sweet (Алазанская Долина Красное Полусладкое) 2020,3.4,29,11.43677314544805,Georgia,Kakheti,,,,,,,0,True,False
Ventisquero,2021,1677136,Reserva Syrah (Shiraz) 2021,3.8,29,11.648604468756961,Chile,Maipo Valley,2.4536917,28.0,4.21306,1.8735977,3.0096974,104.0,0,True,False
Mountain View,2018,5167305,Cape Red 2018,3.3,29,7.623809325887671,South Africa,Western Cape,,,,,,,0,True,False
Ventisquero,2020,18156,Queulat Gran Reserva Cabernet Sauvignon 2020,3.8,73,13.766917701846062,Chile,Maipo Valley,2.9956641,100.0,3.9481804,1.7536999,3.2948964,559.0,0,True,False
Château la Roche,2020,1200639,Bordeaux Supérieur 2020,3.1,34,13.97874902515497,France,Bordeaux Supérieur,3.8884616,18.0,3.779904,1.1481731,3.753798,13.0,0,True,False
Finca Antigua,2015,13938,Cabernet Sauvignon 2015,3.5,65,8.47113461912331,Spain,La Mancha,3.5462549,25.0,4.646327,1.6750544,3.6895275,4.0,0,True,False
Corterosso,2018,3936781,Supremo Primitivo di Manduria Riserva 2018,3.8,82,24.99609615045138,Italy,Primitivo di Manduria,1.9117752,183.0,4.0092797,3.1769803,2.3760185,414.0,0,True,False
Grifone,2021,1622379,Sangiovese 2021,3.6,93,8.47113461912331,Italy,Puglia,2.5060027,651.0,4.5004816,2.3630369,2.8009248,298.0,0,True,False
Calabria Bros,2019,4372006,Old Vine Shiraz 2019,4.2,72,39.40062613545726,Australia,Barossa Valley,3.2269254,21.0,4.6528506,2.4576118,3.5531344,38.0,0,True,False
Balgera,1999,1296814,Rosso di Valtellina 1999,3.6,301,22.4761316,Italy,Valtellina,4.807866,43.0,3.805714,1.3563823,4.5270133,15.0,0,True,False
Ivančić Griffin,2018,5568960,Dark Side Barrique 2018,3.8,36,18.9592,Croatia,Plesivica,,,,,,,0,True,False
Vicelić,2018,2529364,Dingač 2018,4.3,71,30.8940164,Croatia,Dalmatian Coast,,,,,,,0,True,False
Kabola,2018,1235093,Cabernet Sauvignon 2018,3.8,27,25.2726136,Croatia,Istria (Croatia),,,,,,,0,True,False
Erdevik,2017,7149788,Stifler's Mom Shiraz 2017,4.3,251,51.6543404,Serbia,Srem,,,,,,,0,True,False
Rizman,2016,4498058,Primus Plavac Mali 2016,3.9,146,30.8940164,Croatia,Dalmatian Coast,,,,,,,0,True,False
Querbach,2009,1606810,Pinot Noir 2009,4.0,43,24.0,Germany,Rheingau,4.305843,12.0,1.2919768,1.4982268,2.1019769,11.0,0,True,False
Querbach,2006,1606810,Pinot Noir 2006,3.8,31,24.0,Germany,Rheingau,4.305843,12.0,1.2919768,1.4982268,2.1019769,11.0,0,True,False
Pfneisl,2013,1478207,Pentagon 2013,4.1,55,13.5,Austria,Mittelburgenland,,,,,,,0,True,False
Maria Reumann,2014,1605583,Phoenix 2014,4.0,56,11.8,Austria,Mittelburgenland,,,,,,,0,True,False
Strehn,2016,1446393,Blaufränkisch 2016,3.4,25,12.0,Austria,Burgenland,4.4198236,32.0,3.48287,1.1136425,3.6532009,11.0,0,True,False
Teatro Latino,2019,3666177,Montepulciano d'Abruzzo 2019,3.7,60,8.2,Italy,Montepulciano d'Abruzzo,3.484124,7.0,2.9241238,1.6930927,2.8528864,3.0,0,True,False
Descendientes de J. Palacios,2003,91143,Las Lamas Bierzo (Corullón) 2003,4.2,29,94.0,Spain,Bierzo,3.861592,92.0,3.3321753,1.7034695,2.9956386,28.0,0,True,False
Pascual Toso,2014,1821321,Alta Reserve Cabernet Sauvignon (Barrancas Vineyards) 2014,4.3,128,48.08571039112257,Argentina,Mendoza,3.117135,37.0,3.9935257,2.1237998,3.7035437,85.0,0,True,False
Hundsdorfer,2015,4018566,Canis 2015,4.4,32,25.20792747376029,Austria,Burgenland,,,,,,,0,True,False
Ogier,2020,10501901,Les Dentelles Gigondas 2020,3.9,57,29.44455393993849,France,Gigondas,2.666829,5.0,4.2584558,1.5596747,3.2041461,6.0,0,True,False
Patardzeuli,2020,3596754,Alazani Valley Red Semi Sweet (Алазанская Долина Красное Полусладкое) 2020,3.4,29,11.43677314544805,Georgia,Kakheti,,,,,,,0,True,False
Ventisquero,2021,1677136,Reserva Syrah (Shiraz) 2021,3.8,29,11.648604468756961,Chile,Maipo Valley,2.4536917,28.0,4.21306,1.8735977,3.0096974,104.0,0,True,False
Mountain View,2018,5167305,Cape Red 2018,3.3,29,7.623809325887671,South Africa,Western Cape,,,,,,,0,True,False
Ventisquero,2020,18156,Queulat Gran Reserva Cabernet Sauvignon 2020,3.8,73,13.766917701846062,Chile,Maipo Valley,2.9956641,100.0,3.9481804,1.7536999,3.2948964,559.0,0,True,False
Château la Roche,2020,1200639,Bordeaux Supérieur 2020,3.1,34,13.97874902515497,France,Bordeaux Supérieur,3.8884616,18.0,3.779904,1.1481731,3.753798,13.0,0,True,False
Finca Antigua,2015,13938,Cabernet Sauvignon 2015,3.5,65,8.47113461912331,Spain,La Mancha,3.5462549,25.0,4.646327,1.6750544,3.6895275,4.0,0,True,False
Corterosso,2018,3936781,Supremo Primitivo di Manduria Riserva 2018,3.8,82,24.99609615045138,Italy,Primitivo di Manduria,1.9117752,183.0,4.0092797,3.1769803,2.3760185,414.0,0,True,False
Grifone,2021,1622379,Sangiovese 2021,3.6,93,8.47113461912331,Italy,Puglia,2.5060027,651.0,4.5004816,2.3630369,2.8009248,298.0,0,True,False
Calabria Bros,2019,4372006,Old Vine Shiraz 2019,4.2,72,39.40062613545726,Australia,Barossa Valley,3.2269254,21.0,4.6528506,2.4576118,3.5531344,38.0,0,True,False
Balgera,1999,1296814,Rosso di Valtellina 1999,3.6,301,22.4761316,Italy,Valtellina,4.807866,43.0,3.805714,1.3563823,4.5270133,15.0,0,True,False
Ivančić Griffin,2018,5568960,Dark Side Barrique 2018,3.8,36,18.9592,Croatia,Plesivica,,,,,,,0,True,False
Vicelić,2018,2529364,Dingač 2018,4.3,71,30.8940164,Croatia,Dalmatian Coast,,,,,,,0,True,False
Kabola,2018,1235093,Cabernet Sauvignon 2018,3.8,27,25.2726136,Croatia,Istria (Croatia),,,,,,,0,True,False
Erdevik,2017,7149788,Stifler's Mom Shiraz 2017,4.3,251,51.6543404,Serbia,Srem,,,,,,,0,True,False
Rizman,2016,4498058,Primus Plavac Mali 2016,3.9,146,30.8940164,Croatia,Dalmatian Coast,,,,,,,0,True,False
Johann Gisperg,2015,1168971,Pinot Noir Exklusiv 2015,4.0,52,14.61636130831479,Austria,Thermenregion,4.4407463,13.0,2.2589552,1.5723383,2.2556717,4.0,0,True,False
Descendientes de J. Palacios,2003,91143,Las Lamas Bierzo (Corullón) 2003,4.2,29,94.0,Spain,Bierzo,3.861592,92.0,3.3321753,1.7034695,2.9956386,28.0,0,True,False
Teatro Latino,2019,3666177,Montepulciano d'Abruzzo 2019,3.7,60,8.2,Italy,Montepulciano d'Abruzzo,3.484124,7.0,2.9241238,1.6930927,2.8528864,3.0,0,True,False
Beyerskloof,2003,1750925,Field Blend 2003,4.3,67,26.5,South Africa,Stellenbosch,3.6149855,93.0,4.014787,1.6664168,3.3644679,75.0,0,True,False
Peyre Rose,2005,1517828,Clos des Cistes 2005,4.4,437,127.0,France,Languedoc,3.752926,91.0,3.9868946,1.8816644,3.704905,224.0,0,True,True
Post House,2018,1691388,Golden Monkey 2018,3.5,28,14.82607431839061,South Africa,Stellenbosch,,,,,,,0,True,False
Haute Cabrière,2018,1201416,Unwooded Pinot Noir 2018,3.5,242,14.82607431839061,South Africa,Franschhoek,3.343239,162.0,2.7911673,1.5512986,2.1753552,67.0,0,True,False
Domaine Gaston & Pierre Ravaut,2017,79068,Côtes de Nuits Villages 2017,4.0,25,29.65426695001431,France,Côte de Nuits Villages,4.3746185,28.0,2.830502,1.5353413,2.624016,5.0,0,True,False
Belezos,2013,1214016,Reserva 2013,3.9,67,27.53595371692521,Spain,Rioja,3.9444084,45.0,4.027751,1.678343,4.1064796,21.0,0,True,False
Edi Simčič,2011,1846591,Kolos 2011,4.4,39,105.3562744,Slovenia,Goriška Brda,,,,,,,0,True,False
Matela,2017,2567271,Crljenak Kaštelanski 2017,3.8,109,36.97044,Croatia,Dalmatian Coast,,,,,,,0,True,False
Kristančič,2019,1292710,Pavó Rdeče 2019,4.3,35,33.699978,Slovenia,Goriška Brda,,,,,,,0,True,False
Jakob,2015,3023778,Syrah 2015,4.1,34,30.8940164,Croatia,Wine of Croatia,,,,,,,0,True,False
Ivančić Griffin,2018,5568960,Dark Side Barrique 2018,3.8,36,18.9592,Croatia,Plesivica,,,,,,,0,True,False
Hvar Hills,2013,6053110,Pharos Maximvs Plavac Mali 2013,4.6,250,46.3457644,Croatia,Dalmatian Coast,,,,,,,0,True,False
Balgera,1999,1296814,Rosso di Valtellina 1999,3.6,301,22.4761316,Italy,Valtellina,4.807866,43.0,3.805714,1.3563823,4.5270133,15.0,0,True,False
Tomić,2017,1191356,Plavac 2017,3.7,291,18.9497204,Croatia,Dalmatian Coast,,,,,,,0,True,False
Franc Arman,2019,2429824,Teran 2019,3.8,56,15.4422684,Croatia,Dalmatian Coast,,,,,,,0,True,False
Vinoplod Vinarija Šibenik,2017,3297210,Babić Kvalitetno Vino 2017,3.3,51,18.24823,Croatia,Dalmatian Coast,,,,,,,0,True,False
Vicelić,2018,2529364,Dingač 2018,4.3,71,30.8940164,Croatia,Dalmatian Coast,,,,,,,0,True,False
Kabola,2018,1235093,Cabernet Sauvignon 2018,3.8,27,25.2726136,Croatia,Istria (Croatia),,,,,,,0,True,False
Erdevik,2017,7149788,Stifler's Mom Shiraz 2017,4.3,251,51.6543404,Serbia,Srem,,,,,,,0,True,False
Madirazza,2016,1704720,Dingač 2016,3.8,637,19.6512108,Croatia,Dalmatian Coast,,,,,,,0,True,False
Vina Senjković,2012,4827456,Dita 2012,4.1,39,70.2343564,Croatia,Dalmatian Coast,,,,,,,0,True,False
Vista Hill,2017,7087526,Selection Red 2017,3.9,44,21.0636712,Serbia,Central Serbia,,,,,,,0,True,False
Beyerskloof,2003,1750925,Field Blend 2003,4.3,67,26.5,South Africa,Stellenbosch,3.6149855,93.0,4.014787,1.6664168,3.3644679,75.0,0,True,False
Bouza,2017,4807457,Parcela Única Tannat B26 2017,4.4,673,38.0,Uruguay,Las Violetas,3.5609803,19.0,4.564096,1.88471,4.1402535,95.0,0,True,False
Di Giovanna,2015,1182141,Nero d'Avola 2015,3.3,43,9.95,Italy,Terre Siciliane,2.4249036,19.0,4.9404807,1.9944713,3.0385578,4.0,0,True,False
Torre a Cenaia,2012,4986348,Per Non Dormire 2012,4.3,62,36.5,Italy,Toscana,3.2864966,4.0,3.5691159,1.4507143,3.101769,17.0,0,True,False
Querbach,2005,1606810,Pinot Noir 2005,3.9,29,21.0,Germany,Rheingau,4.305843,12.0,1.2919768,1.4982268,2.1019769,11.0,0,True,False
Querbach,2006,1606810,Pinot Noir 2006,3.8,31,24.0,Germany,Rheingau,4.305843,12.0,1.2919768,1.4982268,2.1019769,11.0,0,True,False
Querbach,2009,1606810,Pinot Noir 2009,4.0,43,24.0,Germany,Rheingau,4.305843,12.0,1.2919768,1.4982268,2.1019769,11.0,0,True,False
Hundsdorfer,2015,4018566,Canis 2015,4.4,32,25.20792747376029,Austria,Burgenland,,,,,,,0,True,False
Johann Gisperg,2015,1168971,Pinot Noir Exklusiv 2015,4.0,52,14.61636130831479,Austria,Thermenregion,4.4407463,13.0,2.2589552,1.5723383,2.2556717,4.0,0,True,False
Badenhorst,2019,7860172,Secateurs Shiraz - Cinsault 2019,3.9,131,12.9,South Africa,Swartland,,,,,,,0,True,False
Conti Capponi - Villa Calcinaia,2016,1187181,Riserva Chianti Classico 2016,4.1,128,30.5,Italy,Chianti Classico,3.8736117,57.0,3.108524,1.9295253,3.694314,37.0,0,True,False
Andreas Baron Widmann,2018,10139791,Cuvée Staffelfeld Cabernet - Merlot 2018,4.2,46,29.5,Italy,Südtirol - Alto Adige,2.5388334,2.0,3.8075554,1.5,3.0983887,10.0,0,True,False
Grifone,2021,1622379,Sangiovese 2021,3.6,93,8.47113461912331,Italy,Puglia,2.5060027,651.0,4.5004816,2.3630369,2.8009248,298.0,0,True,False
Ventisquero,2021,1677136,Reserva Syrah (Shiraz) 2021,3.8,29,11.648604468756961,Chile,Maipo Valley,2.4536917,28.0,4.21306,1.8735977,3.0096974,104.0,0,True,False
Ogier,2020,10501901,Les Dentelles Gigondas 2020,3.9,57,29.44455393993849,France,Gigondas,2.666829,5.0,4.2584558,1.5596747,3.2041461,6.0,0,True,False
Bovin,2019,1124151,Pinot Noir 2019,3.9,31,15.4422684,North Macedonia,Tikveš,,,,,,,0,True,False
Erdevik,2017,7149788,Stifler's Mom Shiraz 2017,4.3,251,51.6543404,Serbia,Srem,,,,,,,0,True,False
Ivančić Griffin,2018,5568960,Dark Side Barrique 2018,3.8,36,18.9592,Croatia,Plesivica,,,,,,,0,True,False
Vicelić,2018,2529364,Dingač 2018,4.3,71,30.8940164,Croatia,Dalmatian Coast,,,,,,,0,True,False
Kabola,2018,1235093,Cabernet Sauvignon 2018,3.8,27,25.2726136,Croatia,Istria (Croatia),,,,,,,0,True,False
Krapež,2015,2193656,Merlot 2015,4.1,42,26.6945536,Slovenia,Vipava,,,,,,,0,True,False
Pribidrag,2015,1729973,Zinfandel 2015,4.0,98,32.2969972,Croatia,Dalmatian Coast,,,,,,,0,True,False
Balgera,1999,1296814,Rosso di Valtellina 1999,3.6,301,22.4761316,Italy,Valtellina,4.807866,43.0,3.805714,1.3563823,4.5270133,15.0,0,True,False
Rizman,2016,4498058,Primus Plavac Mali 2016,3.9,146,30.8940164,Croatia,Dalmatian Coast,,,,,,,0,True,False
Kamnik,2018,1552180,Ten Barrels Reserve Cabernet Sauvignon 2018,4.6,56,77.25874,North Macedonia,Skopje,,,,,,,0,True,False
Querbach,2009,1606810,Pinot Noir 2009,4.0,43,24.0,Germany,Rheingau,4.305843,12.0,1.2919768,1.4982268,2.1019769,11.0,0,True,False
Querbach,2006,1606810,Pinot Noir 2006,3.8,31,24.0,Germany,Rheingau,4.305843,12.0,1.2919768,1.4982268,2.1019769,11.0,0,True,False
Pfneisl,2013,1478207,Pentagon 2013,4.1,55,13.5,Austria,Mittelburgenland,,,,,,,0,True,False
Maria Reumann,2014,1605583,Phoenix 2014,4.0,56,11.8,Austria,Mittelburgenland,,,,,,,0,True,False
Strehn,2016,1446393,Blaufränkisch 2016,3.4,25,12.0,Austria,Burgenland,4.4198236,32.0,3.48287,1.1136425,3.6532009,11.0,0,True,False
Teatro Latino,2019,3666177,Montepulciano d'Abruzzo 2019,3.7,60,8.2,Italy,Montepulciano d'Abruzzo,3.484124,7.0,2.9241238,1.6930927,2.8528864,3.0,0,True,False
Descendientes de J. Palacios,2003,91143,Las Lamas Bierzo (Corullón) 2003,4.2,29,94.0,Spain,Bierzo,3.861592,92.0,3.3321753,1.7034695,2.9956386,28.0,0,True,False
Pascual Toso,2014,1821321,Alta Reserve Cabernet Sauvignon (Barrancas Vineyards) 2014,4.3,128,48.08571039112257,Argentina,Mendoza,3.117135,37.0,3.9935257,2.1237998,3.7035437,85.0,0,True,False
Hundsdorfer,2015,4018566,Canis 2015,4.4,32,25.20792747376029,Austria,Burgenland,,,,,,,0,True,False
Ogier,2020,10501901,Les Dentelles Gigondas 2020,3.9,57,29.44455393993849,France,Gigondas,2.666829,5.0,4.2584558,1.5596747,3.2041461,6.0,0,True,False
Patardzeuli,2020,3596754,Alazani Valley Red Semi Sweet (Алазанская Долина Красное Полусладкое) 2020,3.4,29,11.43677314544805,Georgia,Kakheti,,,,,,,0,True,False
Ventisquero,2021,1677136,Reserva Syrah (Shiraz) 2021,3.8,29,11.648604468756961,Chile,Maipo Valley,2.4536917,28.0,4.21306,1.8735977,3.0096974,104.0,0,True,False
Mountain View,2018,5167305,Cape Red 2018,3.3,29,7.623809325887671,South Africa,Western Cape,,,,,,,0,True,False
Ventisquero,2020,18156,Queulat Gran Reserva Cabernet Sauvignon 2020,3.8,73,13.766917701846062,Chile,Maipo Valley,2.9956641,100.0,3.9481804,1.7536999,3.2948964,559.0,0,True,False
Château la Roche,2020,1200639,Bordeaux Supérieur 2020,3.1,34,13.97874902515497,France,Bordeaux Supérieur,3.8884616,18.0,3.779904,1.1481731,3.753798,13.0,0,True,False
Finca Antigua,2015,13938,Cabernet Sauvignon 2015,3.5,65,8.47113461912331,Spain,La Mancha,3.5462549,25.0,4.646327,1.6750544,3.6895275,4.0,0,True,False
Corterosso,2018,3936781,Supremo Primitivo di Manduria Riserva 2018,3.8,82,24.99609615045138,Italy,Primitivo di Manduria,1.9117752,183.0,4.0092797,3.1769803,2.3760185,414.0,0,True,False
Grifone,2021,1622379,Sangiovese 2021,3.6,93,8.47113461912331,Italy,Puglia,2.5060027,651.0,4.5004816,2.3630369,2.8009248,298.0,0,True,False
Calabria Bros,2019,4372006,Old Vine Shiraz 2019,4.2,72,39.40062613545726,Australia,Barossa Valley,3.2269254,21.0,4.6528506,2.4576118,3.5531344,38.0,0,True,False
Balgera,1999,1296814,Rosso di Valtellina 1999,3.6,301,22.4761316,Italy,Valtellina,4.807866,43.0,3.805714,1.3563823,4.5270133,15.0,0,True,False
Ivančić Griffin,2018,5568960,Dark Side Barrique 2018,3.8,36,18.9592,Croatia,Plesivica,,,,,,,0,True,False
Vicelić,2018,2529364,Dingač 2018,4.3,71,30.8940164,Croatia,Dalmatian Coast,,,,,,,0,True,False
Kabola,2018,1235093,Cabernet Sauvignon 2018,3.8,27,25.2726136,Croatia,Istria (Croatia),,,,,,,0,True,False
Erdevik,2017,7149788,Stifler's Mom Shiraz 2017,4.3,251,51.6543404,Serbia,Srem,,,,,,,0,True,False
Rizman,2016,4498058,Primus Plavac Mali 2016,3.9,146,30.8940164,Croatia,Dalmatian Coast,,,,,,,0,True,False
Johann Gisperg,2015,1168971,Pinot Noir Exklusiv 2015,4.0,52,14.61636130831479,Austria,Thermenregion,4.4407463,13.0,2.2589552,1.5723383,2.2556717,4.0,0,True,False
Descendientes de J. Palacios,2003,91143,Las Lamas Bierzo (Corullón) 2003,4.2,29,94.0,Spain,Bierzo,3.861592,92.0,3.3321753,1.7034695,2.9956386,28.0,0,True,False
Teatro Latino,2019,3666177,Montepulciano d'Abruzzo 2019,3.7,60,8.2,Italy,Montepulciano d'Abruzzo,3.484124,7.0,2.9241238,1.6930927,2.8528864,3.0,0,True,False
Beyerskloof,2003,1750925,Field Blend 2003,4.3,67,26.5,South Africa,Stellenbosch,3.6149855,93.0,4.014787,1.6664168,3.3644679,75.0,0,True,False
Peyre Rose,2005,1517828,Clos des Cistes 2005,4.4,437,127.0,France,Languedoc,3.752926,91.0,3.9868946,1.8816644,3.704905,224.0,0,True,True
Post House,2018,1691388,Golden Monkey 2018,3.5,28,14.82607431839061,South Africa,Stellenbosch,,,,,,,0,True,False
Haute Cabrière,2018,1201416,Unwooded Pinot Noir 2018,3.5,242,14.82607431839061,South Africa,Franschhoek,3.343239,162.0,2.7911673,1.5512986,2.1753552,67.0,0,True,False
Domaine Gaston & Pierre Ravaut,2017,79068,Côtes de Nuits Villages 2017,4.0,25,29.65426695001431,France,Côte de Nuits Villages,4.3746185,28.0,2.830502,1.5353413,2.624016,5.0,0,True,False
Belezos,2013,1214016,Reserva 2013,3.9,67,27.53595371692521,Spain,Rioja,3.9444084,45.0,4.027751,1.678343,4.1064796,21.0,0,True,False
Edi Simčič,2011,1846591,Kolos 2011,4.4,39,105.3562744,Slovenia,Goriška Brda,,,,,,,0,True,False
Matela,2017,2567271,Crljenak Kaštelanski 2017,3.8,109,36.97044,Croatia,Dalmatian Coast,,,,,,,0,True,False
Kristančič,2019,1292710,Pavó Rdeče 2019,4.3,35,33.699978,Slovenia,Goriška Brda,,,,,,,0,True,False
Jakob,2015,3023778,Syrah 2015,4.1,34,30.8940164,Croatia,Wine of Croatia,,,,,,,0,True,False
Ivančić Griffin,2018,5568960,Dark Side Barrique 2018,3.8,36,18.9592,Croatia,Plesivica,,,,,,,0,True,False
Hvar Hills,2013,6053110,Pharos Maximvs Plavac Mali 2013,4.6,250,46.3457644,Croatia,Dalmatian Coast,,,,,,,0,True,False
Balgera,1999,1296814,Rosso di Valtellina 1999,3.6,301,22.4761316,Italy,Valtellina,4.807866,43.0,3.805714,1.3563823,4.5270133,15.0,0,True,False
Tomić,2017,1191356,Plavac 2017,3.7,291,18.9497204,Croatia,Dalmatian Coast,,,,,,,0,True,False
Franc Arman,2019,2429824,Teran 2019,3.8,56,15.4422684,Croatia,Dalmatian Coast,,,,,,,0,True,False
